Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	abs_fc
COL12A1	Q99715	-1.06410154268919	26.9996795756495	-3.63962557428607	0.00241336987754968	0.0127150446546203	-2.07989214011786	MAEA_control-MAEA_knockout	1.06410154268919
POLR1F	Q3B726	-4.33013005612086	22.6806196781092	-3.63402990319285	0.00244124002039081	0.0128287074039896	-2.09129308873019	MAEA_control-MAEA_knockout	4.33013005612086
SEC14L1	Q92503	-5.25287966345904	21.927007633521	-3.62465600852286	0.00248865524808963	0.0130180370953641	-2.11038991423932	MAEA_control-MAEA_knockout	5.25287966345904
LPCAT4	Q643R3	-3.98788649532861	22.443705704251	-3.61873897907668	0.00251906038291498	0.0131223415556076	-2.12244288866544	MAEA_control-MAEA_knockout	3.98788649532861
YY1	P25490	-3.71948134294545	24.0793771019003	-3.61585181450849	0.00253403156330688	0.0131704088928479	-2.12832362838171	MAEA_control-MAEA_knockout	3.71948134294545
CLASP2	O75122	-0.694452401823817	26.5356282204088	-3.61481029145595	0.00253945422314863	0.0131887114635674	-2.13044499460675	MAEA_control-MAEA_knockout	0.694452401823817
CCDC86	Q9H6F5	-0.647503098286833	28.1756017074395	-3.61444120568587	0.00254137865462576	0.0131887114635674	-2.1311967371443	MAEA_control-MAEA_knockout	0.647503098286833
AP1S2	P56377	-5.03462927792784	23.2151626979855	-3.60449536584144	0.00259379219068809	0.0133986690705865	-2.15145240047211	MAEA_control-MAEA_knockout	5.03462927792784
MGST3	O14880	0.643263272746211	29.0405800959719	3.59735913924485	0.00263206724073454	0.0135583862318729	-2.16598391508327	MAEA_control-MAEA_knockout	0.643263272746211
TLE3	Q04726	-0.606579299912894	27.2270133250213	-3.58374358872442	0.00270667478432003	0.0138938422924091	-2.1937041800377	MAEA_control-MAEA_knockout	0.606579299912894
SNCG	O76070	5.13741303449574	25.2219304803822	3.58139810213682	0.00271973982763139	0.0139364860671864	-2.19847871736183	MAEA_control-MAEA_knockout	5.13741303449574
TCEAL9	Q9UHQ7	-4.77095485278056	22.1272463384182	-3.56767686763213	0.0027974494979571	0.0142830426195068	-2.22640572205916	MAEA_control-MAEA_knockout	4.77095485278056
PSAP	P07602	0.960238445690518	28.0122716062073	3.56745081511046	0.00279874822380412	0.0142830426195068	-2.22686574640954	MAEA_control-MAEA_knockout	0.960238445690518
RABGGTA	Q92696	4.39039400830288	23.0408212025695	3.53725670152021	0.00297777053422707	0.0149963595729441	-2.28829216645416	MAEA_control-MAEA_knockout	4.39039400830288
PML	P29590	-0.683137604724408	26.6982702484861	-3.5349197976147	0.00299209581684608	0.0150512524547472	-2.29304463151272	MAEA_control-MAEA_knockout	0.683137604724408
PTPN2	P17706	-4.02943558480649	24.0419001785036	-3.5311304799987	0.00301547141225388	0.015151493865573	-2.3007502681565	MAEA_control-MAEA_knockout	4.02943558480649
H1-1	Q02539	-0.787818743050099	27.8172201514683	-3.53068755200547	0.00301821567428235	0.0151566167689105	-2.30165092500722	MAEA_control-MAEA_knockout	0.787818743050099
TRIOBP	Q9H2D6	-0.632685046735489	25.7918507321262	-3.5133040982591	0.00312791872789086	0.015618266920855	-2.33699121993895	MAEA_control-MAEA_knockout	0.632685046735489
NUMBL	Q9Y6R0	3.86418102516699	24.2033102310806	3.5114409649198	0.0031399110680994	0.0156692438764665	-2.34077805284409	MAEA_control-MAEA_knockout	3.86418102516699
CLCC1	Q96S66	5.546012403411	22.2735746401123	3.50204789026948	0.0032010760305335	0.0159022363800613	-2.35986683890664	MAEA_control-MAEA_knockout	5.546012403411
VKORC1L1	Q8N0U8	0.719578682858113	26.6882573656128	3.49037496287267	0.00327875206896932	0.016172908609613	-2.38358231088132	MAEA_control-MAEA_knockout	0.719578682858113
NT5C	Q8TCD5	3.84080415954259	24.1902178673865	3.47409500402677	0.00339024578012328	0.0165980389502637	-2.41664522724265	MAEA_control-MAEA_knockout	3.84080415954259
ATP13A1	Q9HD20	0.789361953942596	25.900653254184	3.47215054422897	0.00340381360179841	0.0166551859312942	-2.42059321883607	MAEA_control-MAEA_knockout	0.789361953942596
ATP6V0A1	Q93050	0.609041515874527	26.6914618043894	3.47163836930861	0.0034073964255878	0.0166634389471706	-2.42163309193956	MAEA_control-MAEA_knockout	0.609041515874527
PLEKHA2	Q9HB19	0.706142986525258	25.9861387803726	3.46304136783844	0.00346810138579743	0.0169320416546599	-2.43908536317637	MAEA_control-MAEA_knockout	0.706142986525258
ARID1A	O14497	-0.790099855377491	25.9929758743766	-3.41573546766103	0.00382200513178433	0.0182840397921179	-2.53503618933048	MAEA_control-MAEA_knockout	0.790099855377491
AXL	P30530	-0.665609307666749	26.9999730058467	-3.38679021213701	0.00405610853934424	0.0192468044512728	-2.59367155017238	MAEA_control-MAEA_knockout	0.665609307666749
MOCS2	O96007	-4.12373383816374	21.8075826853708	-3.38254345161342	0.00409163868391544	0.0193631237233435	-2.60226923295814	MAEA_control-MAEA_knockout	4.12373383816374
SLC25A20	O43772	0.619492073172303	26.0212859802895	3.38156862256209	0.0040998382157415	0.019391484520956	-2.60424261045672	MAEA_control-MAEA_knockout	0.619492073172303
ETFDH	Q16134	-4.01305179284762	22.8370377378312	-3.36491187785698	0.00424250153679989	0.019948155968645	-2.6379501831067	MAEA_control-MAEA_knockout	4.01305179284762
SPATS2	Q86XZ4	-0.634022002232474	26.3052503107687	-3.34150310696076	0.00445139650430932	0.0207307220349074	-2.68528449344584	MAEA_control-MAEA_knockout	0.634022002232474
EEF1A2	Q05639	1.23678167606192	28.936475623097	3.34011802629669	0.00446407290514964	0.0207677462628137	-2.68808382711043	MAEA_control-MAEA_knockout	1.23678167606192
POM121C	A8CG34	-4.47955289398431	22.7775361792994	-3.3339288520508	0.00452115753069347	0.0209888707764047	-2.70059056490661	MAEA_control-MAEA_knockout	4.47955289398431
DOCK11	Q5JSL3	-5.45663152488003	22.0311168773669	-3.32122799432928	0.0046405874098369	0.0214093283181718	-2.72624552242966	MAEA_control-MAEA_knockout	5.45663152488003
HAUS6	Q7Z4H7	1.21355958519586	27.3445759666598	3.30699397723736	0.00477816868526783	0.0219043017246394	-2.75498059367891	MAEA_control-MAEA_knockout	1.21355958519586
DSC1	Q08554	5.08203889104708	22.3374297320973	3.28152578976392	0.0050345353430352	0.0227472990203565	-2.80634870191763	MAEA_control-MAEA_knockout	5.08203889104708
SRPK2	P78362	-0.679175366458729	25.7286247657511	-3.27176179311811	0.0051364070501076	0.0230771538042486	-2.82602595113083	MAEA_control-MAEA_knockout	0.679175366458729
ITGA2	P17301	-6.64299013942433	22.9307720635168	-3.27175998235312	0.00513642613121419	0.0230771538042486	-2.82602959948305	MAEA_control-MAEA_knockout	6.64299013942433
LEMD3	Q9Y2U8	0.593234802158726	26.2639012351963	3.26789943154831	0.00517726757388472	0.0232013398466593	-2.83380715568423	MAEA_control-MAEA_knockout	0.593234802158726
DOCK5	Q9H7D0	0.853144342930694	25.4311415554538	3.26605097356637	0.00519693677339585	0.023265756680898	-2.8375305834205	MAEA_control-MAEA_knockout	0.853144342930694
DHCR7	Q9UBM7	0.689435441734116	27.8132350607738	3.26526071153369	0.00520536847986084	0.0232916385952225	-2.83912233888271	MAEA_control-MAEA_knockout	0.689435441734116
MALT1	Q9UDY8	-3.08433259000929	23.9147270509419	-3.26438843302664	0.00521469103732781	0.0232977655495866	-2.84087922108659	MAEA_control-MAEA_knockout	3.08433259000929
ITGAV	P06756	0.61518326346582	28.7320794782488	3.25800579486782	0.00528341248912002	0.0234899998805916	-2.85373237604925	MAEA_control-MAEA_knockout	0.61518326346582
CUX1	P39880	2.69456047964272	23.0848631376672	3.25587399908717	0.00530656513934614	0.0235644742014017	-2.85802440854378	MAEA_control-MAEA_knockout	2.69456047964272
TGOLN2	O43493	-1.20296895952511	26.0572211731029	-3.23845065118318	0.00549960807966555	0.0242501534390872	-2.89308614891543	MAEA_control-MAEA_knockout	1.20296895952511
PDCD4	Q53EL6	1.04424160790096	26.7227835635854	3.22926524692293	0.00560416698513282	0.024637028246797	-2.9115575888147	MAEA_control-MAEA_knockout	1.04424160790096
ZNF512	Q96ME7	-5.97422610879709	22.5609806832559	-3.21800013647751	0.00573509451685625	0.0250871132972288	-2.93419890409817	MAEA_control-MAEA_knockout	5.97422610879709
FBXW11	Q9UKB1	-4.42712026081355	22.2787170275478	-3.15909003881689	0.00647074483503679	0.0274577043024159	-3.05236693065701	MAEA_control-MAEA_knockout	4.42712026081355
COL4A1	P02462	0.642323306851623	27.5116927079913	3.1463835123029	0.00664126745876283	0.028032400781752	-3.07780088596676	MAEA_control-MAEA_knockout	0.642323306851623
CCDC137	Q6PK04	-0.690211546191133	25.4625334769524	-3.13774970324744	0.00675966088204798	0.0284774208204399	-3.09507119054793	MAEA_control-MAEA_knockout	0.690211546191133
MYO6	Q9UM54	-3.0798507341234	21.8235055554423	-3.12936977413704	0.00687656658919194	0.0288730373558618	-3.11182458277463	MAEA_control-MAEA_knockout	3.0798507341234
ZNF609	O15014	-2.84600816128895	22.5311186026727	-3.12784442545427	0.00689806008169847	0.0289494517659819	-3.11487313086324	MAEA_control-MAEA_knockout	2.84600816128895
MED24	O75448	-3.7205799488255	22.4946454319424	-3.12596746566601	0.00692459915923495	0.0290469581915784	-3.11862399186924	MAEA_control-MAEA_knockout	3.7205799488255
CD59	P13987	1.01754327188622	31.0121313292986	3.09615942201826	0.00735983250463157	0.0304798341426495	-3.17812908026602	MAEA_control-MAEA_knockout	1.01754327188622
L1CAM	P32004	5.62723400168094	25.1609164487855	3.09265006958234	0.00741281683797923	0.0306559220574877	-3.18512682833918	MAEA_control-MAEA_knockout	5.62723400168094
MICOS13	Q5XKP0	-3.43903607921165	24.6022020884016	-3.09075185009764	0.00744163281642667	0.0307425384587171	-3.18891122496717	MAEA_control-MAEA_knockout	3.43903607921165
NIT1	Q86X76	0.772794441979379	25.1090899426984	3.08316660311417	0.00755788753858252	0.0310803536214615	-3.20402860826204	MAEA_control-MAEA_knockout	0.772794441979379
TNS4	Q8IZW8	2.43419576612694	23.4535196055307	3.08096052831453	0.0075920336077985	0.0311770053015576	-3.20842380297935	MAEA_control-MAEA_knockout	2.43419576612694
GRK2	P25098	-3.60178180607734	22.4642087092744	-3.07604563319405	0.00766865504537168	0.0314182473374015	-3.21821335527211	MAEA_control-MAEA_knockout	3.60178180607734
NAA35	Q5VZE5	-0.593907513430928	24.583252032089	-3.06826211700156	0.00779155897762499	0.0317884031083419	-3.23370964648332	MAEA_control-MAEA_knockout	0.593907513430928
EFR3A	Q14156	-0.658950670877559	24.4500445228387	-3.06107588148098	0.00790675345952689	0.0321390145246634	-3.24800908088525	MAEA_control-MAEA_knockout	0.658950670877559
TRMT11	Q7Z4G4	-4.90408024857283	22.2948316774621	-3.05391453673766	0.0080232171069383	0.032490785327028	-3.26225151823671	MAEA_control-MAEA_knockout	4.90408024857283
RTCA	O00442	0.701619039658464	25.3613518980778	3.05370990195798	0.00802656974794922	0.032490785327028	-3.26265838415144	MAEA_control-MAEA_knockout	0.701619039658464
KIF21A	Q7Z4S6	0.728379800324305	25.8030293987609	3.04661914334238	0.00814359714165347	0.032888755368038	-3.27675279256859	MAEA_control-MAEA_knockout	0.728379800324305
SPOCK1	Q08629	-4.44650951484731	21.5576313748349	-3.04261424302416	0.00821043531044057	0.0331130360294409	-3.28471009134369	MAEA_control-MAEA_knockout	4.44650951484731
DDX49	Q9Y6V7	-4.94683935811236	23.0071594986226	-3.04213773444859	0.00821842365586537	0.0331285319405486	-3.28565670205498	MAEA_control-MAEA_knockout	4.94683935811236
PTK2	Q05397	4.92496456623537	23.3303305765209	3.04193545528852	0.00822181704168599	0.0331285319405486	-3.28605853053001	MAEA_control-MAEA_knockout	4.92496456623537
HIRIP3	Q9BW71	-0.63663758407791	25.7344783453265	-3.03046917268692	0.00841644310250976	0.0336657724100391	-3.30882625589735	MAEA_control-MAEA_knockout	0.63663758407791
ZC3H18	Q86VM9	-0.972273695934952	26.5141464972385	-3.02080306313066	0.00858402778525934	0.0341400027847967	-3.32800392055935	MAEA_control-MAEA_knockout	0.972273695934952
SIPA1L1	O43166	0.892908440303483	25.1503279779559	3.00889081943752	0.00879507164089377	0.0347844687579543	-3.35161796738346	MAEA_control-MAEA_knockout	0.892908440303483
STAU1	O95793	-4.35702344495277	21.825936089337	-3.00828466088929	0.00880594593452607	0.0347961568671831	-3.35281897961147	MAEA_control-MAEA_knockout	4.35702344495277
FDFT1	P37268	1.76507296429804	26.8602217841321	3.00569308053411	0.00885258722077842	0.0349019903527146	-3.35795315062745	MAEA_control-MAEA_knockout	1.76507296429804
GLIPR2	Q9H4G4	0.83954987379343	27.9358902540036	3.00341446613646	0.00889379641103727	0.0350214423556481	-3.36246642398564	MAEA_control-MAEA_knockout	0.83954987379343
UBASH3B	Q8TF42	-1.77656265611186	24.2875312610278	-2.99805445322731	0.00899147762476624	0.0353303263023497	-3.37307978184817	MAEA_control-MAEA_knockout	1.77656265611186
CEP41	Q9BYV8	-5.28900053459656	21.4802918350492	-2.98938146230456	0.00915177055862828	0.0358883354168788	-3.39024335886905	MAEA_control-MAEA_knockout	5.28900053459656
ARHGAP11A	Q6P4F7	-2.9326666915578	21.3831101041184	-2.97714629692365	0.00938267799598056	0.0366141093377785	-3.41443547438362	MAEA_control-MAEA_knockout	2.9326666915578
COX5B	P10606	0.711430091172438	28.9063372922142	2.97413936986269	0.0094402953881243	0.0368225991437356	-3.42037716473384	MAEA_control-MAEA_knockout	0.711430091172438
MYO5A	Q9Y4I1	-3.10516023969202	22.6825665126816	-2.9676353577068	0.00956611205661991	0.0371977844042371	-3.43322392686983	MAEA_control-MAEA_knockout	3.10516023969202
DMD	P11532	-0.939424753017025	25.6858163967122	-2.96634156096018	0.00959133523757403	0.037279369335604	-3.43577859361791	MAEA_control-MAEA_knockout	0.939424753017025
MYDGF	Q969H8	0.886918320071956	28.5089915756582	2.94595053132974	0.00999758585148543	0.038534554588971	-3.47600400953255	MAEA_control-MAEA_knockout	0.886918320071956
TBC1D4	O60343	0.602514411394004	25.741222864217	2.94259051211935	0.0100661261471396	0.0387647311924025	-3.48262543551026	MAEA_control-MAEA_knockout	0.602514411394004
CAMSAP1	Q5T5Y3	1.06097379904183	24.3450488291712	2.90557540806037	0.0108523034916238	0.0410180209647604	-3.55543636449794	MAEA_control-MAEA_knockout	1.06097379904183
COA6	Q5JTJ3	0.674066403258749	27.5283066185942	2.90495641554238	0.0108659482027722	0.0410180209647604	-3.55665184628069	MAEA_control-MAEA_knockout	0.674066403258749
MYADM	Q96S97	0.660314002375923	28.1737958917434	2.84875586901539	0.0121771835102925	0.0448316249218478	-3.66670683779856	MAEA_control-MAEA_knockout	0.660314002375923
ERCC2	P18074	-4.74090169871631	24.0841508773195	-2.84417192230113	0.0122906966529742	0.0451376693836212	-3.67565617431287	MAEA_control-MAEA_knockout	4.74090169871631
PITPNC1	Q9UKF7	-4.00639593973979	22.1101669028651	-2.83686785129177	0.0124737021892321	0.0455985419463276	-3.68990732421579	MAEA_control-MAEA_knockout	4.00639593973979
PEX16	Q9Y5Y5	-3.90021332396247	21.9918830793948	-2.82924313686731	0.0126675724348282	0.0461728023879178	-3.70477252660716	MAEA_control-MAEA_knockout	3.90021332396247
STAM2	O75886	2.895088289262	21.9208350998849	2.82545503595939	0.0127649785689733	0.0464434989388171	-3.71215340889733	MAEA_control-MAEA_knockout	2.895088289262
TPM1	P09493	0.588798669868758	31.7028218578883	2.82135613575891	0.0128711977584776	0.0467405313642568	-3.72013652996574	MAEA_control-MAEA_knockout	0.588798669868758
RGS10	O43665	-4.12501023741682	21.8815916722414	-2.81729597137768	0.0129772609512148	0.0470285233976395	-3.72804077296096	MAEA_control-MAEA_knockout	4.12501023741682
ZBTB11	O95625	-2.70251097063061	22.0044514248499	-2.81637859445455	0.0130013430006894	0.0470963735738079	-3.72982622772021	MAEA_control-MAEA_knockout	2.70251097063061
ABLIM3	O94929	-3.98479381599501	21.7973411055076	-2.7986175047853	0.0134762484430075	0.0484571486567716	-3.76435905111493	MAEA_control-MAEA_knockout	3.98479381599501
AUP1	Q9Y679	0.761390454212147	27.3875829442234	2.79749771322229	0.0135067486786873	0.0485271084988978	-3.76653401491008	MAEA_control-MAEA_knockout	0.761390454212147
AHNAK2	Q8IVF2	0.691578307675375	29.412710883908	2.7885970264808	0.0137515777716023	0.0491655270369574	-3.78381218310156	MAEA_control-MAEA_knockout	0.691578307675375
EP400	Q96L91	-4.61705970259485	22.2744624483112	-2.78365328360856	0.0138894208812316	0.0495978182463485	-3.79340166551453	MAEA_control-MAEA_knockout	4.61705970259485
